Checker	Path	Line	Column	Message	CWE
unusedFunction	builtin/mv.c	159	0	The function 'cmd_mv' is never used.	561
unusedFunction	builtin/name-rev.c	567	0	The function 'cmd_name_rev' is never used.	561
unusedFunction	builtin/notes.c	995	0	The function 'cmd_notes' is never used.	561
unusedFunction	builtin/pack-objects.c	4167	0	The function 'cmd_pack_objects' is never used.	561
unusedFunction	builtin/pack-redundant.c	560	0	The function 'cmd_pack_redundant' is never used.	561
unusedFunction	builtin/pack-refs.c	12	0	The function 'cmd_pack_refs' is never used.	561
unusedFunction	builtin/patch-id.c	213	0	The function 'cmd_patch_id' is never used.	561
unusedFunction	builtin/prune.c	141	0	The function 'cmd_prune' is never used.	561
unusedFunction	builtin/prune-packed.c	10	0	The function 'cmd_prune_packed' is never used.	561
unusedFunction	builtin/pull.c	979	0	The function 'cmd_pull' is never used.	561
unusedFunction	builtin/push.c	576	0	The function 'cmd_push' is never used.	561
unusedFunction	builtin/range-diff.c	15	0	The function 'cmd_range_diff' is never used.	561
unusedFunction	builtin/read-tree.c	108	0	The function 'cmd_read_tree' is never used.	561
unusedFunction	builtin/rebase.c	1022	0	The function 'cmd_rebase' is never used.	561
unusedFunction	builtin/receive-pack.c	2464	0	The function 'cmd_receive_pack' is never used.	561
unusedFunction	builtin/reflog.c	411	0	The function 'cmd_reflog' is never used.	561
unusedFunction	builtin/remote-ext.c	196	0	The function 'cmd_remote_ext' is never used.	561
unusedFunction	builtin/remote-fd.c	56	0	The function 'cmd_remote_fd' is never used.	561
unusedFunction	builtin/replace.c	535	0	The function 'cmd_replace' is never used.	561
unusedFunction	builtin/rerere.c	51	0	The function 'cmd_rerere' is never used.	561
unusedFunction	builtin/reset.c	313	0	The function 'cmd_reset' is never used.	561
unusedFunction	builtin/checkout.c	1921	0	The function 'cmd_restore' is never used.	561
unusedFunction	builtin/rev-list.c	505	0	The function 'cmd_rev_list' is never used.	561
unusedFunction	builtin/rev-parse.c	660	0	The function 'cmd_rev_parse' is never used.	561
unusedFunction	builtin/revert.c	240	0	The function 'cmd_revert' is never used.	561
unusedFunction	builtin/rm.c	258	0	The function 'cmd_rm' is never used.	561
unusedFunction	builtin/send-pack.c	156	0	The function 'cmd_send_pack' is never used.	561
unusedFunction	builtin/shortlog.c	376	0	The function 'cmd_shortlog' is never used.	561
unusedFunction	builtin/show-branch.c	622	0	The function 'cmd_show_branch' is never used.	561
unusedFunction	builtin/show-index.c	11	0	The function 'cmd_show_index' is never used.	561
unusedFunction	builtin/show-ref.c	179	0	The function 'cmd_show_ref' is never used.	561
unusedFunction	builtin/sparse-checkout.c	925	0	The function 'cmd_sparse_checkout' is never used.	561
unusedFunction	builtin/stash.c	1819	0	The function 'cmd_stash' is never used.	561
unusedFunction	builtin/commit.c	1485	0	The function 'cmd_status' is never used.	561
unusedFunction	builtin/stripspace.c	29	0	The function 'cmd_stripspace' is never used.	561
unusedFunction	builtin/checkout.c	1879	0	The function 'cmd_switch' is never used.	561
unusedFunction	builtin/symbolic-ref.c	40	0	The function 'cmd_symbolic_ref' is never used.	561
unusedFunction	builtin/tag.c	424	0	The function 'cmd_tag' is never used.	561
unusedFunction	builtin/unpack-file.c	25	0	The function 'cmd_unpack_file' is never used.	561
unusedFunction	builtin/unpack-objects.c	601	0	The function 'cmd_unpack_objects' is never used.	561
unusedFunction	builtin/update-index.c	983	0	The function 'cmd_update_index' is never used.	561
unusedFunction	builtin/update-ref.c	498	0	The function 'cmd_update_ref' is never used.	561
unusedFunction	builtin/update-server-info.c	11	0	The function 'cmd_update_server_info' is never used.	561
unusedFunction	builtin/upload-archive.c	78	0	The function 'cmd_upload_archive' is never used.	561
unusedFunction	builtin/upload-archive.c	20	0	The function 'cmd_upload_archive_writer' is never used.	561
unusedFunction	builtin/upload-pack.c	16	0	The function 'cmd_upload_pack' is never used.	561
unusedFunction	builtin/var.c	82	0	The function 'cmd_var' is never used.	561
unusedFunction	builtin/verify-commit.c	63	0	The function 'cmd_verify_commit' is never used.	561
unusedFunction	builtin/verify-pack.c	63	0	The function 'cmd_verify_pack' is never used.	561
unusedFunction	builtin/verify-tag.c	30	0	The function 'cmd_verify_tag' is never used.	561
unusedFunction	builtin/worktree.c	1173	0	The function 'cmd_worktree' is never used.	561
unusedFunction	builtin/write-tree.c	19	0	The function 'cmd_write_tree' is never used.	561
unusedFunction	refs/iterator.c	410	0	The function 'do_for_each_repo_ref_iterator' is never used.	561
unusedFunction	refs/iterator.c	72	0	The function 'empty_ref_iterator_begin' is never used.	561
unusedFunction	compat/nonblock.c	44	0	The function 'enable_pipe_nonblock' is never used.	561
unusedFunction	ewah/ewah_bitmap.c	467	0	The function 'ewah_checksum' is never used.	561
unusedFunction	ewah/ewah_bitmap.c	239	0	The function 'ewah_each_bit' is never used.	561
unusedFunction	ewah/ewah_bitmap.c	452	0	The function 'ewah_pool_free' is never used.	561
unusedFunction	ewah/ewah_bitmap.c	444	0	The function 'ewah_pool_new' is never used.	561
unusedFunction	ewah/ewah_io.c	89	0	The function 'ewah_read_mmap' is never used.	561
unusedFunction	ewah/ewah_io.c	84	0	The function 'ewah_serialize_strbuf' is never used.	561
unusedFunction	ewah/ewah_bitmap.c	202	0	The function 'ewah_set' is never used.	561
unusedFunction	ewah/bitmap.c	103	0	The function 'ewah_to_bitmap' is never used.	561
unusedFunction	ewah/ewah_bitmap.c	376	0	The function 'ewah_xor' is never used.	561
unusedFunction	compat/terminal.c	427	0	The function 'git_terminal_prompt' is never used.	561
unusedFunction	compat/simple-ipc/ipc-unix-socket.c	221	0	The function 'ipc_client_send_command' is never used.	561
unusedFunction	compat/simple-ipc/ipc-unix-socket.c	17	0	The function 'ipc_get_active_state' is never used.	561
unusedFunction	compat/simple-ipc/ipc-unix-socket.c	968	0	The function 'ipc_server_await' is never used.	561
unusedFunction	compat/simple-ipc/ipc-unix-socket.c	991	0	The function 'ipc_server_free' is never used.	561
unusedFunction	compat/simple-ipc/ipc-unix-socket.c	826	0	The function 'ipc_server_run_async' is never used.	561
unusedFunction	refs/debug.c	14	0	The function 'maybe_debug_wrap_ref_store' is never used.	561
unusedFunction	refs/iterator.c	260	0	The function 'overlay_ref_iterator_begin' is never used.	561
unusedFunction	refs/iterator.c	386	0	The function 'prefix_ref_iterator_begin' is never used.	561
unusedFunction	compat/terminal.c	532	0	The function 'read_key_without_echo' is never used.	561
unusedFunction	reftable/error.c	13	0	The function 'reftable_error_str' is never used.	561
unusedFunction	reftable/reader.c	798	0	The function 'reftable_reader_print_file' is never used.	561
unusedFunction	reftable/reader.c	741	0	The function 'reftable_reader_refs_for' is never used.	561
unusedFunction	reftable/reader.c	624	0	The function 'reftable_reader_seek_log' is never used.	561
unusedFunction	reftable/record.c	1159	0	The function 'reftable_record_equal' is never used.	561
unusedFunction	reftable/record.c	1310	0	The function 'reftable_record_print' is never used.	561
unusedFunction	reftable/publicbasics.c	47	0	The function 'reftable_set_alloc' is never used.	561
unusedFunction	reftable/stack.c	415	0	The function 'reftable_stack_add' is never used.	561
unusedFunction	reftable/stack.c	1376	0	The function 'reftable_stack_clean' is never used.	561
unusedFunction	reftable/stack.c	1086	0	The function 'reftable_stack_compact_all' is never used.	561
unusedFunction	reftable/stack.c	1209	0	The function 'reftable_stack_compaction_stats' is never used.	561
unusedFunction	reftable/stack.c	1396	0	The function 'reftable_stack_print_directory' is never used.	561
unusedFunction	reftable/stack.c	1222	0	The function 'reftable_stack_read_log' is never used.	561
unusedFunction	reftable/stack.c	1214	0	The function 'reftable_stack_read_ref' is never used.	561
unusedFunction	reftable/writer.c	365	0	The function 'reftable_writer_add_logs' is never used.	561
unusedFunction	reftable/writer.c	296	0	The function 'reftable_writer_add_refs' is never used.	561
unusedFunction	reftable/writer.c	704	0	The function 'reftable_writer_stats' is never used.	561
unusedFunction	sha1dc/sha1.c	191	0	The function 'sha1_compression' is never used.	561
unusedFunction	trace2/tr2_cfg.c	84	0	The function 'tr2_cfg_free_env_vars' is never used.	561
unusedFunction	trace2/tr2_cfg.c	45	0	The function 'tr2_cfg_free_patterns' is never used.	561
unusedFunction	trace2/tr2_cfg.c	117	0	The function 'tr2_cfg_list_config_fl' is never used.	561
unusedFunction	trace2/tr2_cfg.c	140	0	The function 'tr2_cfg_set_fl' is never used.	561
unusedFunction	trace2/tr2_cmd_name.c	8	0	The function 'tr2_cmd_name_append_hierarchy' is never used.	561
unusedFunction	trace2/tr2_cmd_name.c	22	0	The function 'tr2_cmd_name_get_hierarchy' is never used.	561
unusedFunction	trace2/tr2_cmd_name.c	27	0	The function 'tr2_cmd_name_release' is never used.	561
unusedFunction	trace2/tr2_ctr.c	34	0	The function 'tr2_counter_increment' is never used.	561
unusedFunction	trace2/tr2_ctr.c	87	0	The function 'tr2_emit_final_counters' is never used.	561
unusedFunction	trace2/tr2_tmr.c	168	0	The function 'tr2_emit_final_timers' is never used.	561
unusedFunction	trace2/tr2_ctr.c	67	0	The function 'tr2_emit_per_thread_counters' is never used.	561
unusedFunction	trace2/tr2_tmr.c	148	0	The function 'tr2_emit_per_thread_timers' is never used.	561
unusedFunction	trace2/tr2_cfg.c	125	0	The function 'tr2_list_env_vars_fl' is never used.	561
unusedFunction	trace2/tr2_sid.c	109	0	The function 'tr2_sid_release' is never used.	561
unusedFunction	trace2/tr2_tmr.c	37	0	The function 'tr2_start_timer' is never used.	561
unusedFunction	trace2/tr2_tmr.c	49	0	The function 'tr2_stop_timer' is never used.	561
unusedFunction	trace2/tr2_sysenv.c	85	0	The function 'tr2_sysenv_load' is never used.	561
unusedFunction	trace2/tr2_sysenv.c	126	0	The function 'tr2_sysenv_release' is never used.	561
unusedFunction	trace2/tr2_ctr.c	46	0	The function 'tr2_update_final_counters' is never used.	561
unusedFunction	trace2/tr2_tmr.c	88	0	The function 'tr2_update_final_timers' is never used.	561
unusedFunction	trace2/tr2_tls.c	145	0	The function 'tr2tls_absolute_elapsed' is never used.	561
unusedFunction	trace2/tr2_tls.c	153	0	The function 'tr2tls_init' is never used.	561
unusedFunction	trace2/tr2_tls.c	84	0	The function 'tr2tls_is_main_thread' is never used.	561
unusedFunction	trace2/tr2_tls.c	185	0	The function 'tr2tls_lock' is never used.	561
unusedFunction	trace2/tr2_tls.c	123	0	The function 'tr2tls_pop_unwind_self' is never used.	561
unusedFunction	trace2/tr2_tls.c	105	0	The function 'tr2tls_push_self' is never used.	561
unusedFunction	trace2/tr2_tls.c	131	0	The function 'tr2tls_region_elasped_self' is never used.	561
unusedFunction	trace2/tr2_tls.c	164	0	The function 'tr2tls_release' is never used.	561
unusedFunction	trace2/tr2_tls.c	190	0	The function 'tr2tls_unlock' is never used.	561
unusedFunction	compat/linux/procinfo.c	151	0	The function 'trace2_collect_process_info' is never used.	561
unusedFunction	xdiff/xdiffi.c	1054	0	The function 'xdl_diff' is never used.	561
