Checker	Path	Line	Column	Message
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_VERSION=2.39.0;GIT_USER_AGENT=git/2.39.0;GIT_BUILT_FROM_COMMIT=c48035d29b4e524aed3a32f0403676f0d9128863;__GNUC__;__i386__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_VERSION=2.39.0;GIT_USER_AGENT=git/2.39.0;GIT_BUILT_FROM_COMMIT=c48035d29b4e524aed3a32f0403676f0d9128863;__GNUC__;__i386__;__x86_64__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
uselessAssignmentArg	builtireset.c	348	2	Assignment of function parameter has no effect outside the function.
uselessAssignmentArg	builticommit.c	1537	2	Assignment of function parameter has no effect outside the function.
constParameter	builticommit.c	1257	26	Parameter 'current_head' can be declared as pointer to const
uselessAssignmentArg	builtibugreport.c	121	2	Assignment of function parameter has no effect outside the function.
resourceLeak	builtibisect--helper.c	581	3	Resource leak: fp
variableScope	builtibisect--helper.c	1188	6	The scope of the variable 'temporary_stdout_fd' can be reduced.
variableScope	builtibisect--helper.c	1188	27	The scope of the variable 'saved_stdout' can be reduced.
varFuncNullUB	builtibisect--helper.c	173	56	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.
varFuncNullUB	builtibisect--helper.c	182	60	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.
varFuncNullUB	builtibisect--helper.c	183	60	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.
varFuncNullUB	builtibisect--helper.c	267	51	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.
varFuncNullUB	builtibisect--helper.c	308	42	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.
varFuncNullUB	builtibisect--helper.c	318	32	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.
varFuncNullUB	builtibisect--helper.c	322	31	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.
varFuncNullUB	builtibisect--helper.c	483	48	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.
varFuncNullUB	builtibisect--helper.c	485	52	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.
varFuncNullUB	builtibisect--helper.c	911	62	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.
varFuncNullUB	builtibisect--helper.c	1020	28	Passing NULL after the last typed argument to a variadic function leads to undefined behaviour.
knownConditionTrueFalse	builtishow-branch.c	739	8	Condition '!*av' is always false
variableScope	builtishow-branch.c	385	6	The scope of the variable 'i' can be reduced.
variableScope	builtishow-branch.c	874	8	The scope of the variable 'j' can be reduced.
shadowVariable	builtishow-branch.c	919	18	Local variable 'commit' shadows outer variable
constParameter	builtishow-branch.c	518	22	Parameter 'rev_mask' can be declared as pointer to const
uselessAssignmentArg	builticredential-cache.c	179	2	Assignment of function parameter has no effect outside the function.
syntaxError	builtihelp.c	315	18	syntax error
unknownMacro	builtimerge.c	805	3	There is an unknown macro here somewhere. Configuration is required. If for_each_string_list_item is a macro then please configure it.
knownConditionTrueFalse	builtifetch.c	1841	15	Condition 'list->nr==prev_nr' is always true
nullPointerRedundantCheck	builtifetch.c	623	4	Either the condition '!ref_map' is redundant or there is possible null pointer dereference: ref_map.
variableScope	builtifetch.c	1436	14	The scope of the variable 'path' can be reduced.
variableScope	builtifetch.c	1941	6	The scope of the variable 'i' can be reduced.
uselessAssignmentArg	ewaewah_io.c	131	2	Assignment of function parameter has no effect outside the function.
unreadVariable	ewaewah_io.c	131	6	Variable 'len' is assigned a value that is never used.
shadowVariable	builtils-files.c	572	18	Local variable 'pathspec' shadows outer variable
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_HTML_PATH=share/doc/git;GIT_MAN_PATH=share/man;GIT_INFO_PATH=share/info;BIG_ENDIAN;BYTE_ORDER;LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_HTML_PATH=share/doc/git;GIT_MAN_PATH=share/man;GIT_INFO_PATH=share/info;_MSC_VER;_M_ARM64;_M_IX86;_M_X64;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_HTML_PATH=share/doc/git;GIT_MAN_PATH=share/man;GIT_INFO_PATH=share/info;__BIG_ENDIAN;__BYTE_ORDER;__LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_HTML_PATH=share/doc/git;GIT_MAN_PATH=share/man;GIT_INFO_PATH=share/info;__GNUC__;__i386__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;GIT_HTML_PATH=share/doc/git;GIT_MAN_PATH=share/man;GIT_INFO_PATH=share/info;__GNUC__;__i386__;__x86_64__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
variableScope	tracetr2_tgt_event.c	519	14	The scope of the variable 'event_name' can be reduced.
variableScope	tracetr2_tgt_event.c	544	14	The scope of the variable 'event_name' can be reduced.
variableScope	tracetr2_tgt_event.c	571	14	The scope of the variable 'event_name' can be reduced.
variableScope	tracetr2_tgt_event.c	599	14	The scope of the variable 'event_name' can be reduced.
redundantInitialization	builtils-tree.c	102	8	Redundant initialization for 'name'. The initialized value is overwritten before it is read.
uselessAssignmentArg	builtiadd.c	321	2	Assignment of function parameter has no effect outside the function.
shadowVariable	reftablmerged.c	112	7	Local variable 'err' shadows outer variable
shadowVariable	reftablmerged.c	266	7	Local variable 'i' shadows outer variable
variableScope	builtiindex-pack.c	452	7	The scope of the variable 'hdr' can be reduced.
variableScope	builtiindex-pack.c	453	6	The scope of the variable 'hdrlen' can be reduced.
variableScope	builtiindex-pack.c	1228	6	The scope of the variable 'i' can be reduced.
constParameter	builtiindex-pack.c	409	47	Parameter 'retain' can be declared as pointer to const
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;PAGER_ENV=dummy;BIG_ENDIAN;BYTE_ORDER;LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;PAGER_ENV=dummy;_MSC_VER;_M_ARM64;_M_IX86;_M_X64;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;PAGER_ENV=dummy;__BIG_ENDIAN;__BYTE_ORDER;__LITTLE_ENDIAN;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;PAGER_ENV=dummy;__GNUC__;__i386__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
ConfigurationNotChecked	git-compat-util.h	1336	0	Skipping configuration 'HAVE_SYSINFO=1;GIT_HOST_CPU=x86_64;HAVE_ALLOCA_H=1;USE_CURL_FOR_IMAP_SEND=1;SUPPORTS_SIMPLE_IPC=1;SHA1_DC=1;SHA1DC_NO_STANDARD_INCLUDES=1;SHA1DC_INIT_SAFE_HASH_DEFAULT=0;SHA1DC_CUSTOM_INCLUDE_SHA1_C=cache.h;SHA1DC_CUSTOM_INCLUDE_UBC_CHECK_C=git-compat-util.h;SHA256_BLK=1;HAVE_PATHS_H=1;HAVE_STRINGS_H=1;HAVE_DEV_TTY=1;HAVE_CLOCK_GETTIME=1;HAVE_CLOCK_MONOTONIC=1;HAVE_SYNC_FILE_RANGE=1;HAVE_GETDELIM=1;PROCFS_EXECUTABLE_PATHproc/self/exe;FREAD_READS_DIRECTORIES=1;NO_STRLCPY=1;SHELL_PATH=/bin/sh;PAGER_ENV=dummy;__GNUC__;__i386__;__x86_64__;__x86_64__;REG_STARTEND' since the value of 'REG_STARTEND' is unknown. Use -D if you want to check it. You can use -U to skip it explicitly.
variableScope	builtitag.c	351	6	The scope of the variable 'subject_len' can be reduced.
shadowArgument	builtitag.c	306	18	Local variable 'buf' shadows outer argument
variableScope	builtirm.c	323	15	The scope of the variable 'original' can be reduced.
shadowVariable	reftablwriter.c	53	7	Local variable 'n' shadows outer variable
unreadVariable	reftablwriter.c	65	4	Variable 'n' is assigned a value that is never used.
unreadVariable	reftablwriter.c	386	8	Variable 'i' is assigned a value that is never used.
shadowVariable	builtidiff.c	520	7	Local variable 'i' shadows outer variable
unusedFunction	sha1dsha1.c	1868	0	The function 'SHA1DCFinal' is never used.
unusedFunction	sha1dsha1.c	1767	0	The function 'SHA1DCInit' is never used.
unusedFunction	sha1dsha1.c	1816	0	The function 'SHA1DCSetCallback' is never used.
unusedFunction	sha1dsha1.c	1808	0	The function 'SHA1DCSetDetectReducedRoundCollision' is never used.
unusedFunction	sha1dsha1.c	1783	0	The function 'SHA1DCSetSafeHash' is never used.
unusedFunction	sha1dsha1.c	1800	0	The function 'SHA1DCSetUseDetectColl' is never used.
unusedFunction	sha1dsha1.c	1792	0	The function 'SHA1DCSetUseUBC' is never used.
unusedFunction	compaobstack.c	315	0	The function '_obstack_allocated_p' is never used.
unusedFunction	ewabitmap.c	121	0	The function 'bitmap_and_not' is never used.
unusedFunction	ewabitmap.c	38	0	The function 'bitmap_dup' is never used.
unusedFunction	ewabitmap.c	172	0	The function 'bitmap_equals' is never used.
unusedFunction	ewabitmap.c	198	0	The function 'bitmap_is_subset' is never used.
unusedFunction	ewabitmap.c	132	0	The function 'bitmap_or' is never used.
unusedFunction	ewabitmap.c	141	0	The function 'bitmap_or_ewah' is never used.
unusedFunction	ewabitmap.c	162	0	The function 'bitmap_popcount' is never used.
unusedFunction	ewabitmap.c	76	0	The function 'bitmap_to_ewah' is never used.
unusedFunction	sha25block/sha256.c	179	0	The function 'blk_SHA256_Final' is never used.
unusedFunction	sha25block/sha256.c	9	0	The function 'blk_SHA256_Init' is never used.
unusedFunction	reftablblocksource.c	50	0	The function 'block_source_from_strbuf' is never used.
unusedFunction	builtiadd.c	493	0	The function 'cmd_add' is never used.
unusedFunction	builtiam.c	2314	0	The function 'cmd_am' is never used.
unusedFunction	builtiannotate.c	10	0	The function 'cmd_annotate' is never used.
unusedFunction	builtiapply.c	11	0	The function 'cmd_apply' is never used.
unusedFunction	builtiarchive.c	81	0	The function 'cmd_archive' is never used.
unusedFunction	builtibisect--helper.c	1393	0	The function 'cmd_bisect__helper' is never used.
unusedFunction	builtibranch.c	628	0	The function 'cmd_branch' is never used.
unusedFunction	builtibugreport.c	96	0	The function 'cmd_bugreport' is never used.
unusedFunction	builtibundle.c	207	0	The function 'cmd_bundle' is never used.
unusedFunction	builticat-file.c	881	0	The function 'cmd_cat_file' is never used.
unusedFunction	builticheck-attr.c	105	0	The function 'cmd_check_attr' is never used.
unusedFunction	builticheck-ignore.c	153	0	The function 'cmd_check_ignore' is never used.
unusedFunction	builticheck-mailmap.c	39	0	The function 'cmd_check_mailmap' is never used.
unusedFunction	builticheck-ref-format.c	54	0	The function 'cmd_check_ref_format' is never used.
unusedFunction	builticheckout.c	1825	0	The function 'cmd_checkout' is never used.
unusedFunction	builticheckout--worker.c	114	0	The function 'cmd_checkout__worker' is never used.
unusedFunction	builticheckout-index.c	206	0	The function 'cmd_checkout_index' is never used.
unusedFunction	builtirevert.c	256	0	The function 'cmd_cherry_pick' is never used.
unusedFunction	builticlean.c	911	0	The function 'cmd_clean' is never used.
unusedFunction	builticlone.c	890	0	The function 'cmd_clone' is never used.
unusedFunction	builticolumn.c	20	0	The function 'cmd_column' is never used.
unusedFunction	builticommit.c	1626	0	The function 'cmd_commit' is never used.
unusedFunction	builticommit-graph.c	308	0	The function 'cmd_commit_graph' is never used.
unusedFunction	builticommit-tree.c	102	0	The function 'cmd_commit_tree' is never used.
unusedFunction	builticonfig.c	639	0	The function 'cmd_config' is never used.
unusedFunction	builticount-objects.c	94	0	The function 'cmd_count_objects' is never used.
unusedFunction	builticredential.c	9	0	The function 'cmd_credential' is never used.
unusedFunction	builticredential-cache.c	128	0	The function 'cmd_credential_cache' is never used.
unusedFunction	builticredential-cache--daemon.c	264	0	The function 'cmd_credential_cache_daemon' is never used.
unusedFunction	builticredential-store.c	150	0	The function 'cmd_credential_store' is never used.
unusedFunction	builtidiagnose.c	11	0	The function 'cmd_diagnose' is never used.
unusedFunction	builtidiff.c	394	0	The function 'cmd_diff' is never used.
unusedFunction	builtidiff-files.c	20	0	The function 'cmd_diff_files' is never used.
unusedFunction	builtidiff-index.c	16	0	The function 'cmd_diff_index' is never used.
unusedFunction	builtidiff-tree.c	108	0	The function 'cmd_diff_tree' is never used.
unusedFunction	builtidifftool.c	687	0	The function 'cmd_difftool' is never used.
unusedFunction	builtienv--helper.c	32	0	The function 'cmd_env__helper' is never used.
unusedFunction	builtifast-export.c	1159	0	The function 'cmd_fast_export' is never used.
unusedFunction	builtifast-import.c	3519	0	The function 'cmd_fast_import' is never used.
unusedFunction	builtifetch.c	2109	0	The function 'cmd_fetch' is never used.
unusedFunction	builtifetch-pack.c	43	0	The function 'cmd_fetch_pack' is never used.
unusedFunction	builtifmt-merge-msg.c	11	0	The function 'cmd_fmt_merge_msg' is never used.
unusedFunction	builtifor-each-ref.c	17	0	The function 'cmd_for_each_ref' is never used.
unusedFunction	builtifor-each-repo.c	30	0	The function 'cmd_for_each_repo' is never used.
unusedFunction	builtifsck.c	848	0	The function 'cmd_fsck' is never used.
unusedFunction	builtifsmonitor--daemon.c	1575	0	The function 'cmd_fsmonitor__daemon' is never used.
unusedFunction	builtigc.c	550	0	The function 'cmd_gc' is never used.
unusedFunction	builtiget-tar-commit-id.c	17	0	The function 'cmd_get_tar_commit_id' is never used.
unusedFunction	builtigrep.c	870	0	The function 'cmd_grep' is never used.
unusedFunction	builtihash-object.c	80	0	The function 'cmd_hash_object' is never used.
unusedFunction	builtihook.c	68	0	The function 'cmd_hook' is never used.
unusedFunction	builtiindex-pack.c	1714	0	The function 'cmd_index_pack' is never used.
unusedFunction	builtiinit-db.c	531	0	The function 'cmd_init_db' is never used.
unusedFunction	builtiinterpret-trailers.c	91	0	The function 'cmd_interpret_trailers' is never used.
unusedFunction	builtils-files.c	693	0	The function 'cmd_ls_files' is never used.
unusedFunction	builtils-remote.c	38	0	The function 'cmd_ls_remote' is never used.
unusedFunction	builtimailinfo.c	50	0	The function 'cmd_mailinfo' is never used.
unusedFunction	builtimailsplit.c	272	0	The function 'cmd_mailsplit' is never used.
unusedFunction	builtigc.c	2636	0	The function 'cmd_maintenance' is never used.
unusedFunction	builtimerge-base.c	135	0	The function 'cmd_merge_base' is never used.
unusedFunction	builtimerge-file.c	26	0	The function 'cmd_merge_file' is never used.
unusedFunction	builtimerge-index.c	73	0	The function 'cmd_merge_index' is never used.
unusedFunction	builtimerge-ours.c	17	0	The function 'cmd_merge_ours' is never used.
unusedFunction	builtimerge-recursive.c	23	0	The function 'cmd_merge_recursive' is never used.
unusedFunction	builtimerge-tree.c	485	0	The function 'cmd_merge_tree' is never used.
unusedFunction	builtimktag.c	71	0	The function 'cmd_mktag' is never used.
unusedFunction	builtimktree.c	150	0	The function 'cmd_mktree' is never used.
unusedFunction	builtimulti-pack-index.c	258	0	The function 'cmd_multi_pack_index' is never used.
unusedFunction	builtimv.c	159	0	The function 'cmd_mv' is never used.
unusedFunction	builtiname-rev.c	567	0	The function 'cmd_name_rev' is never used.
unusedFunction	builtinotes.c	995	0	The function 'cmd_notes' is never used.
unusedFunction	builtipack-objects.c	4167	0	The function 'cmd_pack_objects' is never used.
unusedFunction	builtipack-redundant.c	560	0	The function 'cmd_pack_redundant' is never used.
unusedFunction	builtipack-refs.c	12	0	The function 'cmd_pack_refs' is never used.
unusedFunction	builtipatch-id.c	213	0	The function 'cmd_patch_id' is never used.
unusedFunction	builtiprune.c	141	0	The function 'cmd_prune' is never used.
unusedFunction	builtiprune-packed.c	10	0	The function 'cmd_prune_packed' is never used.
unusedFunction	builtipull.c	979	0	The function 'cmd_pull' is never used.
unusedFunction	builtipush.c	576	0	The function 'cmd_push' is never used.
unusedFunction	builtirange-diff.c	15	0	The function 'cmd_range_diff' is never used.
unusedFunction	builtiread-tree.c	108	0	The function 'cmd_read_tree' is never used.
unusedFunction	builtirebase.c	1022	0	The function 'cmd_rebase' is never used.
unusedFunction	builtireceive-pack.c	2464	0	The function 'cmd_receive_pack' is never used.
unusedFunction	builtireflog.c	411	0	The function 'cmd_reflog' is never used.
unusedFunction	builtiremote-ext.c	196	0	The function 'cmd_remote_ext' is never used.
unusedFunction	builtiremote-fd.c	56	0	The function 'cmd_remote_fd' is never used.
unusedFunction	builtireplace.c	535	0	The function 'cmd_replace' is never used.
unusedFunction	builtirerere.c	51	0	The function 'cmd_rerere' is never used.
unusedFunction	builtireset.c	313	0	The function 'cmd_reset' is never used.
unusedFunction	builticheckout.c	1921	0	The function 'cmd_restore' is never used.
unusedFunction	builtirev-list.c	505	0	The function 'cmd_rev_list' is never used.
unusedFunction	builtirev-parse.c	660	0	The function 'cmd_rev_parse' is never used.
unusedFunction	builtirevert.c	240	0	The function 'cmd_revert' is never used.
unusedFunction	builtirm.c	258	0	The function 'cmd_rm' is never used.
unusedFunction	builtisend-pack.c	156	0	The function 'cmd_send_pack' is never used.
unusedFunction	builtishortlog.c	376	0	The function 'cmd_shortlog' is never used.
unusedFunction	builtishow-branch.c	622	0	The function 'cmd_show_branch' is never used.
unusedFunction	builtishow-index.c	11	0	The function 'cmd_show_index' is never used.
unusedFunction	builtishow-ref.c	179	0	The function 'cmd_show_ref' is never used.
unusedFunction	builtisparse-checkout.c	925	0	The function 'cmd_sparse_checkout' is never used.
